date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winp,bsl_h_mu,bsl_h_s,bsl_a_mu,bsl_a_s
1984-12-02,Singapore,India,2.0,0.0,AFC Asian Cup,Kallang,Singapore,False,0.31876495355043766,18.949087120048,0.28990329427244976,20.04352371716638,0.4887077196610797
1984-12-02,Sierra Leone,Gambia,2.0,0.0,African Cup of Nations qualification,Freetown,Sierra Leone,False,0.43938749538892796,22.3172910536947,0.48112167909002024,22.687077759190622,0.4393153792400518
1984-12-02,Kenya,Malawi,1.0,2.0,CECAFA Cup,Mbale,Uganda,True,0.44302985956910435,22.008480282885778,0.2855802223769797,22.322092545536712,0.327216163040932
1984-12-02,Benin,Mali,2.0,2.0,African Cup of Nations qualification,Cotonou,Benin,False,0.2591075446550618,21.79086078768667,0.5893524247001529,23.382247318482307,0.34019404727063773
1984-12-02,Saudi Arabia,Korea Republic,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True,0.1309121750912816,19.45787442971712,0.3279779768915578,21.867853160065582,0.2004746523209129
1984-12-03,China PR,Iran,0.0,2.0,AFC Asian Cup,Kallang,Singapore,True,0.3349142721472239,21.496753161586465,0.36047095294618053,22.455701320460342,0.3450926504212214
1984-12-03,Kuwait,Qatar,1.0,0.0,AFC Asian Cup,Kallang,Singapore,True,0.8303335767132185,20.740640931701797,0.26135740894835685,18.665902041632133,0.3210803999155322
1984-12-03,Somalia,Zanzibar,2.0,1.0,CECAFA Cup,Mbale,Uganda,True,0.5305083305492532,20.615503684264656,0.5348632162658997,20.423181286209257,0.4757855642849272
1984-12-04,United Arab Emirates,India,2.0,0.0,AFC Asian Cup,Kallang,Singapore,True,0.24116435167265848,18.265396094131038,0.3670601407967701,19.926637014999905,0.47938885007282483
1984-12-04,Syria,Saudi Arabia,0.0,1.0,AFC Asian Cup,Kallang,Singapore,True,0.726450397033849,20.84403416773182,0.35558291176072593,19.500042691124207,0.32509594015641535
1984-12-04,Uganda,Zimbabwe,4.0,1.0,CECAFA Cup,Kampala,Uganda,False,0.5081976150056879,22.238815366190117,0.26642874648215065,22.191480158050293,0.4821331501300052
1984-12-05,Tanzania,Zambia,1.0,2.0,CECAFA Cup,Kampala,Uganda,True,0.304806211273428,21.96808795768815,0.3102354301161063,23.07383840949847,0.26311747358992155
1984-12-05,Singapore,China PR,0.0,2.0,AFC Asian Cup,Kallang,Singapore,False,0.13044289657516106,18.990218474217365,0.28797014680291466,21.475106026954855,0.3567035352030715
1984-12-05,Bulgaria,Luxembourg,4.0,0.0,FIFA World Cup qualification,Sofia,Bulgaria,False,0.8924004675011505,23.749207524478845,0.21140325497474696,21.12680777674613,0.26679326606521553
1984-12-05,Korea Republic,Kuwait,0.0,0.0,AFC Asian Cup,Kallang,Singapore,True,0.702994165993139,21.85209827395298,0.19981829087592398,20.728745262526616,0.25990697655087214
1984-12-05,Malawi,Somalia,1.0,0.0,CECAFA Cup,Mbale,Uganda,True,0.7603764308072061,22.333967849650453,0.3243732031562402,20.65098331269683,0.522983564288215
1984-12-06,Kenya,Zanzibar,1.0,0.0,CECAFA Cup,Mbale,Uganda,True,0.757362038508606,21.99943480534613,0.28369223944925226,20.395106521705085,0.4674433081779303
1984-12-07,Syria,Korea Republic,1.0,0.0,AFC Asian Cup,Kallang,Singapore,True,0.3140088830080344,20.79647858294811,0.3519573433153496,21.844754407808608,0.19916406866542521
1984-12-07,Iran,India,0.0,0.0,AFC Asian Cup,Kallang,Singapore,True,0.8742239146323809,22.47554084632664,0.34178858452299465,19.794435424615838,0.470654292700551
1984-12-07,Uganda,Zambia,1.0,1.0,CECAFA Cup,Kampala,Uganda,False,0.3540744421982851,22.272065922501366,0.26492434510772706,23.072650960562456,0.26163605864543094
1984-12-08,Singapore,United Arab Emirates,0.0,1.0,AFC Asian Cup,Kallang,Singapore,False,0.6161324032505296,18.996693371553846,0.2860409947274248,18.342902085566617,0.3631541511014741
1984-12-08,Qatar,Saudi Arabia,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True,0.3489585650651815,18.683855446973908,0.31838729761307305,19.53979321481855,0.32232758732548056
1984-12-08,Tanzania,Zimbabwe,2.0,2.0,CECAFA Cup,Kampala,Uganda,True,0.4805897168242229,21.96973877247629,0.3078044443700116,22.082594485076598,0.4731598126307874
1984-12-08,France,German DR,2.0,0.0,FIFA World Cup qualification,Paris,France,False,0.5627129437852343,24.639155705915012,0.23319614559286236,24.3022268546443,0.2830050423048655
1984-12-08,Kenya,Somalia,1.0,1.0,CECAFA Cup,Mbale,Uganda,True,0.7123115351002756,21.99171338332715,0.2818740641468317,20.6802688197229,0.5116482879272497
1984-12-09,Malawi,Zanzibar,1.0,0.0,CECAFA Cup,Mbale,Uganda,True,0.7949763882960916,22.322701931148863,0.32168678988345895,20.416069851770335,0.45926426438095347
1984-12-09,Kuwait,Syria,3.0,1.0,AFC Asian Cup,Kallang,Singapore,True,0.4824168393801629,20.74117008370406,0.2584656322925746,20.837644544217635,0.34840259721510475
1984-12-09,India,China PR,0.0,3.0,AFC Asian Cup,Kallang,Singapore,True,0.250026429960613,19.88813610766153,0.46235681488355845,21.465171372222137,0.3530304502942911
1984-12-09,Congo,Equatorial Guinea,5.0,0.0,UDEAC Cup,Brazzaville,Congo,False,0.48997046706829495,23.200068118138493,0.3860296808683352,25.0,8.333
1984-12-10,Chad,Cameroon,0.0,2.0,UDEAC Cup,Brazzaville,Congo,True,0.5082211736226642,25.0,8.333,23.525378449666608,0.33737205376487106
1984-12-10,Korea Republic,Qatar,0.0,1.0,AFC Asian Cup,Kallang,Singapore,True,0.9285341426692513,21.831572442057038,0.19852216010567908,18.69783821923193,0.3157759693005028
1984-12-10,Singapore,Iran,1.0,1.0,AFC Asian Cup,Kallang,Singapore,False,0.05797382978075616,18.974916928197803,0.28415151907964065,22.426126413428612,0.33862424893667126
1984-12-11,China PR,United Arab Emirates,5.0,0.0,AFC Asian Cup,Kallang,Singapore,True,0.9167800943146343,21.493150780881187,0.34954244337796114,18.378002513900697,0.35927965092888814
1984-12-11,Saudi Arabia,Kuwait,1.0,0.0,AFC Asian Cup,Kallang,Singapore,True,0.28395668786936246,19.52546220566143,0.3196178235046168,20.763802536582997,0.25706671597747427
1984-12-12,Uganda,Malawi,0.0,2.0,CECAFA Cup,Mbale,Uganda,False,0.49510799026319574,22.28121925336623,0.2634055112256179,22.307843771202393,0.31903995072130814
1984-12-12,Kenya,Zambia,0.0,2.0,CECAFA Cup,Kampala,Uganda,True,0.30602100086257233,21.97528154362362,0.2801026170296423,23.063723444945936,0.2601731858059048
1984-12-12,Congo,Central African Republic,2.0,1.0,UDEAC Cup,Brazzaville,Congo,False,0.5018309900426003,23.2134739458131,0.3856489711353215,23.18985646455535,1.7312172613029362
1984-12-12,Chad,Gabon,3.0,3.0,UDEAC Cup,Brazzaville,Congo,True,0.4658008342224609,21.806549180632903,2.370460278729937,22.53121362771068,0.90771813656331
1984-12-13,Saudi Arabia,Iran,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True,0.10291436461573988,19.562532575358855,0.31696009135818004,22.36225044671165,0.33547593648129725
1984-12-14,Cameroon,Gabon,0.0,0.0,UDEAC Cup,Brazzaville,Congo,True,0.6418065733240468,23.530612955383063,0.3371178330491633,22.483227833450243,0.8771498097162967
1984-12-14,Central African Republic,Equatorial Guinea,1.0,1.0,UDEAC Cup,Brazzaville,Congo,True,0.6649422094953554,22.869893566267315,1.4194900507669859,18.75323741350045,2.3767206177422957
1984-12-14,Kuwait,China PR,0.0,1.0,AFC Asian Cup,Kallang,Singapore,True,0.3588235485724187,20.739822124786073,0.25568596845421604,21.529989908926897,0.34610971176547534
1984-12-15,Malawi,Zambia,0.0,0.0,CECAFA Cup,Kampala,Uganda,True,0.3675239397175051,22.340392379999752,0.31639790849053306,23.073762814489616,0.25873652130224317
1984-12-15,Uganda,Kenya,3.0,1.0,CECAFA Cup,Kampala,Uganda,False,0.5547382471949696,22.259032589366765,0.261920591376909,21.963645222337615,0.27830907656733506
1984-12-16,Malta,Germany,2.0,3.0,FIFA World Cup qualification,Attard,Malta,False,0.015115329883780393,20.795171738214425,0.3564693539709679,25.510566043177178,0.22107787126210365
1984-12-16,Saudi Arabia,China PR,2.0,0.0,AFC Asian Cup,Kallang,Singapore,True,0.19238953232098943,19.607803726441876,0.3143870413797457,21.53405385831598,0.3427416645990938
1984-12-16,Chad,Equatorial Guinea,1.0,1.0,UDEAC Cup,Brazzaville,Congo,True,0.5792435402934996,22.133796446331775,1.7554462015554084,20.455124964540214,1.820302631510238
1984-12-16,Iran,Kuwait,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True,0.7653392505071275,22.311535599872002,0.3324235996675898,20.737604262835273,0.2543311178526273
1984-12-17,Central African Republic,Cameroon,1.0,7.0,UDEAC Cup,Brazzaville,Congo,True,0.37200953115249324,22.262822827574507,1.310653719357913,23.51331919065237,0.3343231099839022
1984-12-17,Congo,Gabon,3.0,0.0,UDEAC Cup,Brazzaville,Congo,False,0.5879604801649185,23.22935139856015,0.3825005019227814,22.60030538732321,0.8266731844354821
1984-12-19,Central African Republic,Gabon,2.0,2.0,UDEAC Cup,Brazzaville,Congo,True,0.3863855084088649,21.220780396263336,1.1579829359098082,22.363064518865954,0.7842243105516911
1984-12-19,Greece,Belgium,0.0,0.0,FIFA World Cup qualification,Athens,Greece,False,0.3199829637842161,23.190998278414035,0.24817563846485363,24.183078675359145,0.24369633222974393
1984-12-20,Congo,Cameroon,2.0,2.0,UDEAC Cup,Brazzaville,Congo,False,0.4468714670687971,23.280142288615437,0.37838133397405,23.581121154190548,0.3319282023665707
1984-12-22,Albania,Belgium,2.0,0.0,FIFA World Cup qualification,Tirana,Albania,False,0.23616816858851675,22.60871266094238,0.34412482526625915,24.173453160674416,0.24251123669160077
1984-12-23,Cyprus,Netherlands,0.0,1.0,FIFA World Cup qualification,Nicosia,Cyprus,False,0.051771735129065855,21.17681875183416,0.3038985409175125,24.678244197584394,0.24189707599743682
1985-01-19,Singapore,North Korea,1.0,1.0,FIFA World Cup qualification,Kallang,Singapore,False,0.15305882513002034,19.019895052530345,0.28229383454849316,21.357218294133315,0.45186877852605406
1985-01-20,Iran,Yugoslavia,1.0,3.0,Nehru Cup,Ernakulam,India,True,0.14122443891866365,22.283369989320267,0.3294358009125128,24.587699812536947,0.18805569959519025
1985-01-21,China PR,Russia,2.0,3.0,Nehru Cup,Ernakulam,India,True,0.05236216106090508,21.45985810833216,0.3394877629658814,24.97909542712746,0.2322593497898511
1985-01-25,Russia,Yugoslavia,1.0,2.0,Nehru Cup,Ernakulam,India,True,0.5705147837739044,24.95706682696623,0.23124166439444707,24.585948055467405,0.18751368349707834
1985-01-28,Iran,Russia,0.0,2.0,Nehru Cup,Ernakulam,India,True,0.10935252439344079,22.288745781424055,0.3265132003503481,24.945025138839934,0.23022399882804925
1985-01-29,China PR,Yugoslavia,1.0,1.0,Nehru Cup,Ernakulam,India,True,0.07534669981249231,21.50692209771155,0.33630168426374424,24.593866158198022,0.186971461176712
1985-01-31,India,Morocco,0.0,1.0,Nehru Cup,Ernakulam,India,False,0.03688232607623354,19.840144121384103,0.4544930432704407,23.92331456145314,0.2774861192365707
1985-02-02,Morocco,Russia,0.0,1.0,Nehru Cup,Ernakulam,India,True,0.31026915432305757,23.885533502838282,0.2757807262623327,24.939377896360856,0.2292313272503496
1985-02-04,Yugoslavia,Russia,1.0,2.0,Nehru Cup,Ernakulam,India,True,0.4310288155924126,24.576313556104182,0.18643913631110373,24.93891623129978,0.2282464901150756
1985-02-10,Guinea,Tunisia,1.0,0.0,FIFA World Cup qualification,Conakry,Guinea,False,0.4442398086449191,23.393631439833356,0.27013263227881,23.69665022214438,0.29652069250291246
1985-02-10,Malta,Portugal,1.0,3.0,FIFA World Cup qualification,Attard,Malta,False,0.07259594130020364,20.871616165516894,0.3527831066725602,24.052355376851654,0.24295713961262266
1985-02-11,Gambia,Cape Verde,1.0,2.0,Amílcar Cabral Cup,Banjul,Gambia,False,0.5340260485594897,22.615886879934664,0.4326663147627308,22.39390450308715,0.6421041884975858
1985-02-11,Guinea-Bissau,Sierra Leone,0.0,0.0,Amílcar Cabral Cup,Banjul,Gambia,True,0.5423343891881988,22.672386110101314,0.560108759843476,22.402676016907474,0.4723746013465209
1985-02-12,Mali,Mauritania,3.0,0.0,Amílcar Cabral Cup,Bakau,Gambia,True,0.7364213772657351,23.35375089510493,0.3371344182682805,21.867024508535312,0.4872864554762648
1985-02-12,Guinea,Senegal,0.0,2.0,Amílcar Cabral Cup,Bakau,Gambia,True,0.45381752149705723,23.409064814094272,0.26852809800743305,23.660233393267422,0.30451104355257963
1985-02-13,Cape Verde,Sierra Leone,2.0,2.0,Amílcar Cabral Cup,Bakau,Gambia,True,0.5089475084750634,22.47024676994841,0.6217232902487587,22.411882656016537,0.4642422708416502
1985-02-13,Gambia,Guinea-Bissau,1.0,0.0,Amílcar Cabral Cup,Banjul,Gambia,False,0.48742251518184243,22.58122435342042,0.4264857035349414,22.659441982886328,0.5465029295468844
1985-02-14,Guinea,Mali,1.0,3.0,Amílcar Cabral Cup,Bakau,Gambia,True,0.5014213161068106,23.388609506716282,0.2669530516278229,23.380832485553032,0.33410411558204334
1985-02-14,Mauritania,Senegal,0.0,2.0,Amílcar Cabral Cup,Bakau,Gambia,True,0.20934576754976209,21.81044793239453,0.47809062624422005,23.686538049691165,0.30221224924517376
1985-02-15,Cape Verde,Guinea-Bissau,2.0,0.0,Amílcar Cabral Cup,Banjul,Gambia,True,0.47848480932384696,22.466829646609696,0.6032483519584534,22.609750817476428,0.5337612176798857
1985-02-15,Gambia,Sierra Leone,1.0,1.0,Amílcar Cabral Cup,Banjul,Gambia,False,0.5330277910575514,22.611486738188,0.42045801051660603,22.413787922576617,0.4566019242929084
1985-02-16,Guinea,Mauritania,1.0,0.0,Amílcar Cabral Cup,Banjul,Gambia,True,0.7519956077908054,23.365467885821776,0.2654101435533483,21.805966508781246,0.4693655064483215
1985-02-16,Mali,Senegal,2.0,2.0,Amílcar Cabral Cup,Bakau,Gambia,True,0.45092856411518534,23.417080785759115,0.33107442983176183,23.68832873663475,0.3000205880644413
1985-02-17,Macau,Brunei,2.0,0.0,FIFA World Cup qualification,Macau,Macau,False,0.8977959086423526,18.636879883091584,1.1112909475650388,13.625296196102383,0.8449757672922431
1985-02-17,Hong Kong,China PR,0.0,0.0,FIFA World Cup qualification,Siu Sai Wan,Hong Kong,False,0.20488784693115325,19.726791174193785,0.3427404508651801,21.563709100643386,0.3331940459878356
1985-02-19,Cape Verde,Senegal,0.0,1.0,Amílcar Cabral Cup,Bakau,Gambia,True,0.3255317609497468,22.584117918245653,0.5865072938059188,23.684390486223755,0.29783462430830765
1985-02-19,Gambia,Mali,1.0,0.0,Amílcar Cabral Cup,Bakau,Gambia,False,0.36020779431355965,22.606013176133445,0.414596678516211,23.42187649109383,0.3281346546408591
1985-02-20,Macau,China PR,0.0,4.0,FIFA World Cup qualification,Macau,Macau,False,0.143083270399472,18.168993252604462,1.0213227415940525,21.530967380290768,0.3302112243188562
1985-02-21,Cape Verde,Mali,0.0,1.0,Amílcar Cabral Cup,Bakau,Gambia,True,0.3708722238902862,22.589480030803756,0.5706099985739833,23.390740840282458,0.32530931516973005
1985-02-22,Gambia,Senegal,0.0,1.0,Amílcar Cabral Cup,Bakau,Gambia,False,0.32432885954742774,22.655718783706842,0.40888293135228804,23.683007749616834,0.29577395871097345
1985-02-22,Sudan,Libya,0.0,0.0,FIFA World Cup qualification,Khartoum,Sudan,False,0.4884287597772581,22.349166188447317,0.2876515716520618,22.413813054169015,0.38180823683089243
1985-02-23,Hong Kong,Brunei,8.0,0.0,FIFA World Cup qualification,Siu Sai Wan,Hong Kong,False,0.9830518824997739,19.761435950210792,0.3394929764503108,13.895800133367779,0.8061347112340773
1985-02-23,Singapore,Japan,1.0,3.0,FIFA World Cup qualification,Kallang,Singapore,False,0.19627052702475567,19.049536131762903,0.2804981497028716,20.99670422178858,0.4457149345147299
1985-02-24,Tunisia,Guinea,2.0,0.0,FIFA World Cup qualification,Tunis,Tunisia,False,0.5587766023171249,23.678054339432066,0.29439720853054585,23.359202699266426,0.2639199547631022
1985-02-24,Saint Vincent and the Grenadines,Trinidad and Tobago,1.0,1.0,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,False,0.5553327772123489,22.4564217498687,0.6724816020306745,22.090814070795503,0.4186547113069108
1985-02-24,Portugal,Germany,1.0,2.0,FIFA World Cup qualification,Oeiras,Portugal,False,0.24714899641564214,24.04108391955528,0.2417947119427072,25.481163020315567,0.22020134659176743
1985-02-24,Antigua and Barbuda,Dominica,2.0,1.0,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,False,0.5352760504331399,20.565782332994857,0.5969517164254965,20.2014349469701,1.3261719559032374
1985-02-26,China PR,Brunei,8.0,0.0,FIFA World Cup qualification,Macau,Macau,True,0.9982100239864107,21.540694538294087,0.3276844041038077,13.69077410835825,0.7664388957268128
1985-02-27,Greece,Albania,2.0,0.0,FIFA World Cup qualification,Athens,Greece,False,0.5950876917361727,23.20098089223929,0.2469238723211769,22.67705123353305,0.34081030599469925
1985-02-27,Netherlands,Cyprus,7.0,1.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,0.9452930508403041,24.654447737489363,0.24074372366179458,21.214377261386154,0.301608417552037
1985-02-27,Northern Ireland,England,0.0,1.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,0.2888849959067785,23.976914969814647,0.25980018973766034,25.1611332998157,0.24479568450938702
1985-02-27,Spain,Scotland,1.0,0.0,FIFA World Cup qualification,Seville,Spain,False,0.5713755708035837,24.68438821688516,0.23921136095789497,24.302114757943112,0.2607056986819242
1985-03-01,Brunei,China PR,0.0,4.0,FIFA World Cup qualification,Siu Sai Wan,Hong Kong,True,0.0014524914774146636,13.677605536561412,0.7320418612474785,21.543101643914127,0.32504593926051906
1985-03-02,Nepal,Korea Republic,0.0,2.0,FIFA World Cup qualification,Kathmandu,Nepal,False,0.0010001914459054628,11.704024159501994,1.1088696952514412,21.805035307768687,0.19788391255477203
1985-03-03,Madagascar,Zimbabwe,0.0,1.0,African Cup of Nations qualification,Antananarivo,Madagascar,False,0.503830088372001,22.103754084150637,0.6360033564098017,22.078595804144452,0.4647017642899283
1985-03-03,Grenada,Trinidad and Tobago,1.0,5.0,CFU Caribbean Cup qualification,St. George's,Grenada,False,0.3588264868538831,20.729008843321473,1.2736503431030586,22.100482976477767,0.4130817214157799
1985-03-03,Dominica,Cayman Islands,2.0,1.0,CFU Caribbean Cup qualification,Roseau,Dominica,False,0.47297586548759774,20.06367387011875,1.1737005102600018,25.0,8.333
1985-03-03,Antigua and Barbuda,Guadeloupe,0.0,1.0,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,False,0.42403260781107055,20.593695252287308,0.5836978428462166,21.143358550930245,0.7268342906228313
1985-03-03,Ecuador,Chile,1.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,0.1996131515265427,21.599242200112936,0.245047693363181,23.36710646145796,0.19249087301686446
1985-03-08,Algeria,Mauritania,4.0,0.0,African Cup of Nations qualification,Algiers,Algeria,False,0.7341662585746797,23.260612695589572,0.28600092296471524,21.82556042803534,0.4610735971953702
1985-03-08,Libya,Sudan,4.0,0.0,FIFA World Cup qualification,Tripoli,Libya,False,0.5111694144251793,22.412300004689932,0.377313702521435,22.350024996377964,0.2857345151005099
1985-03-10,Uruguay,Ecuador,2.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,0.893564143739795,24.222208895919113,0.17935923516815644,21.616653322048847,0.2438380099068857
1985-03-10,French Guiana,Guyana,0.0,1.0,CFU Caribbean Cup qualification,Cayenne,French Guiana,False,0.6020437729918963,22.129978719472604,0.8849627449267513,21.315319970773725,0.6054838489679121
1985-03-10,Malaysia,Korea Republic,1.0,0.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,0.20613736594355725,20.05253879636581,0.2127996973605786,21.76139372706496,0.19735017492088877
1985-03-15,Iraq,Lebanon,6.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,True,0.7117605451911677,21.01952569602129,0.30275460661872156,19.639478068894643,0.615770235136899
1985-03-15,Jordan,Qatar,1.0,0.0,FIFA World Cup qualification,Amman,Jordan,False,0.43609484341152405,18.370137401479482,0.5968320695688397,18.764980206573313,0.3132009821627167
1985-03-15,Indonesia,Thailand,1.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,False,0.4731866778028885,20.0365014009575,0.26180624180231354,20.178735465050686,0.21469471651330874
1985-03-16,Nepal,Malaysia,0.0,0.0,FIFA World Cup qualification,Kathmandu,Nepal,False,0.01124028819552736,13.074402621844039,1.0107385840683134,20.072700261032875,0.21200630557749553
1985-03-17,French Guiana,Suriname,0.0,1.0,CFU Caribbean Cup qualification,Cayenne,French Guiana,False,0.3937225839081182,21.931207781508753,0.8350896617409078,22.70234755578059,0.40326317128329725
1985-03-17,Chile,Ecuador,6.0,2.0,FIFA World Cup qualification,Santiago,Chile,False,0.7946475080896569,23.35636296107291,0.19190508786909613,21.632324255656126,0.24264510846337886
1985-03-18,Indonesia,Bangladesh,2.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,False,0.8357271038676268,20.049305365664186,0.2603347373706882,17.596947211107736,0.6649773149990309
1985-03-18,Iraq,Lebanon,6.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,True,0.7584297783355822,21.08496803366965,0.3006026759916787,19.368761604779834,0.5974566860629075
1985-03-21,Indonesia,India,2.0,1.0,FIFA World Cup qualification,Jakarta,Indonesia,False,0.518137753968086,20.044595942174727,0.25897604158682586,19.941499331038674,0.44696018450648917
1985-03-21,Japan,North Korea,1.0,0.0,FIFA World Cup qualification,Tokyo,Japan,False,0.4528874644684753,20.998376216739736,0.4386053629663523,21.281270371979165,0.44446674271722336
1985-03-22,Mauritania,Algeria,1.0,1.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,0.24819174097218144,21.738930950202935,0.45322048548753247,23.293944594711522,0.2841365326627372
1985-03-22,Qatar,Lebanon,7.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,0.4366991655735456,18.743780877212412,0.3108117981402042,19.131590160478233,0.5806821607777364
1985-03-22,Syria,Kuwait,1.0,0.0,FIFA World Cup qualification,Damascus,Syria,False,0.5077535715296264,20.796521165935086,0.3449686298733198,20.754090990884173,0.25299556836624587
1985-03-23,Zimbabwe,Madagascar,5.0,2.0,African Cup of Nations qualification,Harare,Zimbabwe,False,0.5109275400769625,22.11203471994224,0.4570600429429094,22.041118322875835,0.616267684622831
1985-03-23,Thailand,Bangladesh,3.0,0.0,FIFA World Cup qualification,Bangkok,Thailand,False,0.8495248577862966,20.170124988483625,0.21388397161578385,17.627673999032304,0.6419956335444896
1985-03-24,Saint Vincent and the Grenadines,Grenada,3.0,0.0,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,False,0.7280890642906888,22.431474299195738,0.64913267342706,20.181844297389382,1.1333598648773886
1985-03-24,Chile,Uruguay,2.0,0.0,FIFA World Cup qualification,Santiago,Chile,False,0.3417032302724681,23.370113317797248,0.19132450658488429,24.213729995260735,0.1788850123298403
1985-03-24,Guyana,Suriname,0.0,1.0,CFU Caribbean Cup qualification,Georgetown,Guyana,False,0.3020903928555234,21.40836818373564,0.5897562274553616,22.707772853633124,0.3984546800047961
1985-03-26,Thailand,India,0.0,0.0,FIFA World Cup qualification,Bangkok,Thailand,False,0.5463072189148146,20.173366163371725,0.21312507214219395,19.912907985442107,0.43977842285049684
1985-03-27,Belgium,Greece,2.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,0.6686235669766855,24.13951427114806,0.241354035192348,23.21555046975899,0.2457022171031708
1985-03-27,Germany,Malta,6.0,0.0,FIFA World Cup qualification,Saarbrücken,Germany,False,0.9826396221465208,25.477668833783866,0.21932541546784468,20.895381082359375,0.34921480095338053
1985-03-27,Qatar,Lebanon,8.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,0.5182186875736563,18.854709443041155,0.30846954019232925,18.744399052656288,0.5652607651224781
1985-03-27,Scotland,Wales,0.0,1.0,FIFA World Cup qualification,Glasgow,Scotland,False,0.5495584844739574,24.295260226415802,0.25925521828222026,24.02788601073922,0.2820969481890407
1985-03-27,Yugoslavia,Luxembourg,1.0,0.0,FIFA World Cup qualification,Zenica,Yugoslavia,False,0.9499817641490905,24.572673640008677,0.18590603521593357,21.110774780282142,0.26523620544878085
1985-03-29,Yemen DPR,Bahrain,1.0,4.0,FIFA World Cup qualification,Aden,Yemen DPR,False,0.6435586993261434,19.220043865644463,0.7350172394556651,18.243974837062062,0.33496521503935267
1985-03-29,Yemen,Syria,0.0,1.0,FIFA World Cup qualification,Sana'a,Yemen AR,True,0.013889998452514374,15.174856346325937,0.6682250607338709,20.814951351281803,0.3416327238851943
1985-03-29,Thailand,Indonesia,0.0,1.0,FIFA World Cup qualification,Bangkok,Thailand,False,0.5221469323829455,20.17146987615727,0.21234781752139245,20.054194723473742,0.25758651556152096
1985-03-29,Libya,Tunisia,2.0,0.0,African Cup of Nations qualification,Tripoli,Libya,False,0.2948946367048142,22.502370026069,0.37297347482312493,23.70172181768102,0.2923175775063432
1985-03-29,Jordan,Iraq,2.0,3.0,FIFA World Cup qualification,Amman,Jordan,False,0.133018378263982,18.447117806859026,0.5801289671744285,21.145007279989418,0.29848870359881824
1985-03-30,Bangladesh,India,1.0,2.0,FIFA World Cup qualification,Dhaka,Bangladesh,False,0.1833811894936952,17.59847216461006,0.6211710658621542,19.920982247952768,0.43290814325961025
1985-03-31,Togo,Senegal,0.0,1.0,African Cup of Nations qualification,Tsévié,Togo,False,0.34953274102944587,22.830969105599358,0.3417356919466279,23.682626066701733,0.2936982223376058
1985-03-31,Malaysia,Nepal,5.0,0.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,0.9791224395456193,20.028187637144118,0.21133099771924713,14.086129595609574,0.9348279676298118
1985-03-31,Ivory Coast,Mali,6.0,0.0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,0.5217977770206617,23.514275179037767,0.3096624202278535,23.39401100413609,0.3226218047510408
1985-03-31,Malawi,Mozambique,1.0,1.0,African Cup of Nations qualification,Lilongwe,Malawi,False,0.44110548762957846,22.352296929889658,0.31381941253489676,22.755194057068532,0.7878622867425583
1985-03-31,Ecuador,Uruguay,0.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,0.10778691248804051,21.610341402016868,0.2414704455929571,24.19873556051051,0.17841275723559497
1985-03-31,Congo,DR Congo,2.0,5.0,African Cup of Nations qualification,Brazzaville,Congo,False,0.45642164338575375,23.28703329667421,0.3740246715346415,23.53240688219694,0.31925653225464445
1985-03-31,Angola,Algeria,0.0,0.0,FIFA World Cup qualification,Luanda,Angola,False,0.5603334739663062,23.709781069673063,0.8893580577492501,23.273973395504818,0.28230603909762964
1985-03-31,Ghana,Guinea,1.0,1.0,African Cup of Nations qualification,Accra,Ghana,False,0.569197409508369,23.715592586652274,0.29080603021149054,23.340181886637108,0.26242268889335907
1985-04-02,Bangladesh,Indonesia,2.0,1.0,FIFA World Cup qualification,Dhaka,Bangladesh,False,0.1625326711129469,17.676104101575834,0.6026638527435596,20.06632477555766,0.2561844147327624
1985-04-03,Guadeloupe,Trinidad and Tobago,1.0,1.0,CFU Caribbean Cup qualification,Basse-Terre,Guadeloupe,False,0.35599179305323503,21.177993551194337,0.6983250770341911,22.15803882640919,0.4085341413172757
