date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winp,bsl_h_mu,bsl_h_s,bsl_a_mu,bsl_a_s
1998-02-07,Burkina Faso,Cameroon,0.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,False,0.2819396152035317,22.117322340162538,0.3246075155852741,23.354079124814845,0.19422871266724107
1998-02-07,Mexico,Honduras,2.0,0.0,Gold Cup,Oakland,United States,True,0.6504569416618848,24.078404341810593,0.2047203905065174,23.258050831631994,0.283389491360602
1998-02-07,USA,Costa Rica,2.0,1.0,Gold Cup,Oakland,United States,False,0.4541240476993542,23.091780490394637,0.23306218005201826,23.33616746828637,0.25729859531920285
1998-02-08,South Africa,Angola,0.0,0.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.5502804786010591,23.087434671710835,0.44940288582351345,22.796337839324405,0.31869250424544415
1998-02-08,Ivory Coast,Namibia,4.0,3.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.7959826152306682,23.4902895884196,0.21245277359816264,21.629768345022434,0.4512389415416082
1998-02-08,Algeria,Guinea,0.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.5519967687042231,23.37197291361427,0.20415563156383493,23.100276783306235,0.19228432785966584
1998-02-08,El Salvador,Brazil,0.0,4.0,Gold Cup,Los Angeles,United States,True,0.15584640037162667,22.920872686093674,0.27113734837007153,25.041411141238218,0.15016158643555175
1998-02-08,Guatemala,Jamaica,2.0,3.0,Gold Cup,Los Angeles,United States,True,0.6701472110493725,23.02550126710717,0.31836908189565694,22.073705301716718,0.24544489914830478
1998-02-09,DR Congo,Togo,2.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.6354631082546589,23.31468447281727,0.22119367559900807,22.583944337393852,0.24669193469841624
1998-02-09,Ghana,Tunisia,2.0,0.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.5074724124000165,23.46924867739245,0.2039139795554127,23.43015525774648,0.2131744656182456
1998-02-09,Jamaica,El Salvador,2.0,0.0,Gold Cup,Los Angeles,United States,True,0.3528170463299468,22.092788395765627,0.24424207026230854,22.898207326280478,0.2694974994922445
1998-02-09,Zambia,Morocco,1.0,1.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.3669580869187822,23.081578863948433,0.172636016346744,23.785060656235878,0.19935645573369307
1998-02-10,Egypt,Mozambique,2.0,0.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.677145456338929,23.26447465278655,0.18349874773454203,22.28300381547095,0.3181311524924335
1998-02-10,USA,Brazil,1.0,0.0,Gold Cup,Los Angeles,United States,False,0.17437372172295396,23.102824091371662,0.23202569309332005,25.0483630109581,0.14988361562730687
1998-02-11,South Africa,Ivory Coast,1.0,1.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.42810126003541105,23.078108025211293,0.4421449166947333,23.484073845202452,0.21168408531137883
1998-02-11,Cameroon,Guinea,2.0,2.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.5469380671478943,23.35262519957113,0.1936314142389618,23.108011845139462,0.19169865346041673
1998-02-11,Burkina Faso,Algeria,2.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,False,0.2813039962445756,22.121383334230813,0.32181154298596226,23.363253269872438,0.2034545102997533
1998-02-12,Angola,Namibia,3.0,3.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.6906595125237062,22.8010281056117,0.31611462885725383,21.657808563809585,0.4438262095723654
1998-02-12,Ghana,Togo,1.0,2.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.6660067872167916,23.4826437746644,0.20321631034992374,22.581262356374825,0.24546026417185343
1998-02-12,Jamaica,Mexico,0.0,1.0,Gold Cup,Los Angeles,United States,True,0.1746184851382312,22.120079208713864,0.24305118672186982,24.086479762340183,0.20401846739317414
1998-02-12,Tunisia,DR Congo,2.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.5187955732123708,23.41551589281875,0.21237723610567125,23.31684068357645,0.22030624506668384
1998-02-13,Morocco,Mozambique,3.0,0.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.7605022078493845,23.78045430289569,0.1987026971856962,22.26620108547119,0.3154961264493834
1998-02-13,Zambia,Egypt,0.0,4.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.46426901453679115,23.08503315917434,0.17221164885003043,23.270064934073186,0.1829944808517491
1998-02-15,USA,Mexico,0.0,1.0,Gold Cup,Los Angeles,United States,False,0.324919288306903,23.128921515403242,0.23099553439981346,24.079886252685185,0.2033212926670994
1998-02-15,Cameroon,Algeria,2.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.5005688931003887,23.351115328919093,0.19303289636153947,23.348151555545254,0.20276809588753064
1998-02-15,Brazil,Jamaica,1.0,0.0,Gold Cup,Los Angeles,United States,True,0.9188684111424006,25.037472862337076,0.14960628669538326,22.129436996167843,0.24187157541098817
1998-02-15,Burkina Faso,Guinea,1.0,0.0,African Cup of Nations,Ouagadougou,Burkina Faso,False,0.32836897486568895,22.159166195353972,0.3190882300655351,23.109491724227674,0.19111789775068375
1998-02-16,Ghana,DR Congo,0.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.5305448974012372,23.4697747283219,0.2025274321957473,23.30966177841791,0.2194271394035907
1998-02-16,Ivory Coast,Angola,5.0,2.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.6277366131815335,23.48115869954511,0.21092268902924605,22.782885847953104,0.3135963162627354
1998-02-16,South Africa,Namibia,4.0,1.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.7214100951983534,23.0908258581355,0.4351641957454853,21.693571077155347,0.4368291056627808
1998-02-16,Tunisia,Togo,3.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.651981760280793,23.422187347315788,0.21158978596614691,22.600037861745403,0.24424533849159288
1998-02-17,Egypt,Morocco,0.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.40489074002761327,23.2911351524745,0.18248843833124867,23.790009798885187,0.1980626939378522
1998-02-17,Zambia,Mozambique,3.0,1.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.6507861337447092,23.066372881409258,0.17178996035260954,22.242111253373626,0.3129279537827844
1998-02-20,Cameroon,DR Congo,0.0,1.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,True,0.5073462468897209,23.3572273661113,0.19244032112950554,23.31883502716195,0.2185578901794331
1998-02-21,Ivory Coast,Egypt,0.0,0.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.5401551717996573,23.497828556366724,0.2101575157369027,23.2883869586812,0.181987363038857
1998-02-21,Burkina Faso,Tunisia,1.0,1.0,African Cup of Nations,Ouagadougou,Burkina Faso,False,0.28167177676215605,22.191516434721745,0.3164307904193434,23.430825775744992,0.2108124518089753
1998-02-22,Morocco,South Africa,1.0,2.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.61585656865496,23.79324709188886,0.1974219102980937,23.138396318687125,0.42865758197308296
1998-02-25,Burkina Faso,Egypt,0.0,2.0,African Cup of Nations,Bobo Dioulasso,Burkina Faso,False,0.3065419038056716,22.21171151925678,0.31384201213119606,23.289528353144426,0.181490797058577
1998-02-25,DR Congo,South Africa,1.0,2.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.5250282425846373,23.326986725266753,0.2176983266858619,23.187261487823708,0.42228136351785467
1998-02-27,Burkina Faso,DR Congo,4.0,4.0,African Cup of Nations,Ouagadougou,Burkina Faso,False,0.30046612446339904,22.19689735452203,0.3113109907323104,23.318310692706362,0.21686814150382028
1998-02-28,South Africa,Egypt,0.0,2.0,African Cup of Nations,Ouagadougou,Burkina Faso,True,0.4865157671017575,23.219906348678016,0.4161897776911474,23.29448244696054,0.18100264390469226
1998-03-01,China PR,Hong Kong,1.0,0.0,Dynasty Cup,Yokohama,Japan,True,0.7655848374529508,21.218207566870674,0.1986850883587554,19.693018492697217,0.2569507658798724
1998-03-01,Japan,Korea Republic,2.0,1.0,Dynasty Cup,Yokohama,Japan,False,0.4393048388437766,21.6355166503237,0.22155678612207313,21.95196379143745,0.15107847027699137
1998-03-03,Suriname,Curaçao,3.0,3.0,CFU Caribbean Cup qualification,Oranjestad,Aruba,True,0.6562700143340242,22.01851866589534,0.2809117552117162,21.1355510640597,0.3403867720560901
1998-03-03,Aruba,French Guiana,1.0,0.0,CFU Caribbean Cup qualification,Oranjestad,Aruba,False,0.16383683284186334,18.59010397920441,0.6951743071392394,21.183915234260343,0.4082836853763821
1998-03-04,Japan,Hong Kong,5.0,1.0,Dynasty Cup,Yokohama,Japan,False,0.8215324721112118,21.646159258230522,0.2206593984134413,19.69869778626621,0.25555768144168894
1998-03-04,China PR,Korea Republic,1.0,2.0,Dynasty Cup,Yokohama,Japan,True,0.36125706813064684,21.21481190034767,0.19804173683895712,21.94701518282723,0.15079424612752138
1998-03-05,Aruba,Curaçao,0.0,1.0,CFU Caribbean Cup qualification,Oranjestad,Aruba,False,0.1845661264521774,18.851274087091944,0.669437993066651,21.15206553292597,0.33718855742406906
1998-03-05,Suriname,French Guiana,2.0,2.0,CFU Caribbean Cup qualification,Oranjestad,Aruba,True,0.6582566188487003,22.007271085956155,0.2791168399765896,21.093828655149515,0.40313395562962295
1998-03-07,Aruba,Suriname,3.0,3.0,CFU Caribbean Cup qualification,Oranjestad,Aruba,False,0.11028581335435472,18.940112855058118,0.6461738099989527,21.995867558354973,0.27736910363434586
1998-03-07,Curaçao,French Guiana,2.0,1.0,CFU Caribbean Cup qualification,Oranjestad,Aruba,True,0.5020930766020022,21.129526905184694,0.33425458374721856,21.117617091643275,0.3978499938973418
1998-03-07,Japan,China PR,0.0,2.0,Dynasty Cup,Tokyo,Japan,False,0.5852401607886427,21.66250522915256,0.21977900032964076,21.213079270959163,0.1974000378817821
1998-03-08,Hong Kong,Korea Republic,0.0,1.0,Dynasty Cup,Tokyo,Japan,True,0.13826561391338044,19.676772577312363,0.2541890836866418,21.948019710174442,0.15051115964482537
1998-03-08,Eswatini,Angola,0.0,1.0,COSAFA Cup qualification,Lobamba,Eswatini,False,0.26430217808125545,21.199096903251228,0.5984600033763059,22.746036723298275,0.3110759537403745
1998-03-11,Haiti,Puerto Rico,4.0,0.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False,0.7963959312419499,22.103898835405076,0.323291256834095,20.163390390107892,0.48660317753310495
1998-03-13,Dominican Republic,Puerto Rico,3.0,1.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,True,0.4720643177993601,19.911152927228276,0.5233989215381402,20.086489457899415,0.4774319256318421
1998-03-15,Haiti,Dominican Republic,5.0,0.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False,0.8166542081786337,22.13784335311617,0.32061594590811693,20.00280718346348,0.512253984918825
1998-03-18,Saint Lucia,Barbados,2.0,1.0,CFU Caribbean Cup qualification,Castries,Saint Lucia,False,0.4519043544629344,21.226594990024928,0.4326671788442237,21.509069108687495,0.38751231153583954
1998-03-20,Martinique,Barbados,4.0,1.0,CFU Caribbean Cup qualification,Castries,Saint Lucia,True,0.6334906976905165,22.24785492746567,0.3290736554561745,21.478680502351068,0.38289367769701194
1998-03-20,Saint Lucia,Saint Vincent and the Grenadines,3.0,2.0,CFU Caribbean Cup qualification,Castries,Saint Lucia,False,0.40049256805124267,21.26447827902365,0.4262289512464498,21.85889640613763,0.42006414050762797
1998-03-22,Saint Lucia,Martinique,1.0,2.0,CFU Caribbean Cup qualification,Castries,Saint Lucia,False,0.33442730931554665,21.3100356917939,0.4200954869951888,22.286476653650933,0.3262126333337203
1998-04-01,Dominica,Guadeloupe,1.0,1.0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,True,0.37081814022911397,20.68069518533461,0.45948579271323414,21.459902986504993,0.39031835754431593
1998-04-01,Saint Kitts and Nevis,British Virgin Islands,4.0,0.0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False,0.931156235457291,20.98674550623898,0.3995953558370665,17.096080379321133,0.6791591425192947
1998-04-03,Guadeloupe,British Virgin Islands,3.0,0.0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,True,0.9543471418457738,21.44124791736575,0.38561773289135204,17.088463403516286,0.6550747890526198
1998-04-03,Saint Kitts and Nevis,Dominica,1.0,2.0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False,0.5476981480992946,20.98938232534996,0.3947474460189372,20.70654771724563,0.45179909508015786
1998-04-05,Saint Kitts and Nevis,Guadeloupe,2.0,1.0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False,0.42189036293437543,20.95795150163808,0.38988158861177014,21.41066630585983,0.3812340989730019
1998-04-05,Dominica,British Virgin Islands,4.0,1.0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,True,0.9153025506775847,20.747720272262576,0.4444897261227835,17.17671613261492,0.633346608378555
